http://twitter.com/LaNoireSakura/statuses/606878579390050304	dbl Kongress war gut . Japanviertel war gut . Heimfahrt - Horror ! Danke liebe Bahn .	neg
http://www.gelnhaeuser-tageblatt.de/sport/national-und-international/sportpolitik/fifa-welt-vor-einer-neuordnung\_15486464.htm	Ich bin wirklich positiv überrascht . Seit mehreren Tagen klappen Abfahrtzeiten und Anschlüsse . #S5 #RE1 bzw #RE21 @DB_Info @DB_Bahn	pos
http://www.badische-zeitung.de/dpa-wirtschaft/lufthansa-will-gebuehr-bei-buchung-ueber-reservierungssysteme--105696726.html	Re : DB Bahn Der letzte Streik , sowie viele massive Verspätungen haben mich ebenfalls heftig getroffen . Dreckige / Defekte Toiletten & extrem verschmutze Abteile ( und das in der 1ten Klasse -_- ) auch . Darauf will ich im Moment auch gar nicht eingehen . Aber die Sache mit der App finde ich einfach unmöglich . Ich bin doch nicht schuld daran , dass es diese Möglichkeit gibt & ich sie ( im Grunde ) dankend in Betracht ziehe .	neg
http://www.facebook.com/150869611609144/posts/870658246315773#150869611609144\_870658246315773	s7.postimg.org s7.postimg.org " Hat eigentlich jemand die Mail-Adresse vom Volker Kefer oder direkt von jemandem des aktuellen Technikvorstandes ? Gestern 32 Grad im RB und es ist noch nicht mal richtig Sommer . Schon fallen die Klimaanlagen aus . Aus Erfahrung weiß ich , dass dies nun öfter passieren wird in den nächsten 3 -4 Monaten . Fenster kippen geht in virtuell-klimatisierten Zügen ja auch nicht . Die DB reagiert jedenfalls nicht und die dumm-dreiste Antwort auf Facebook von DB : " " Ja da können wir auch nichts machen " " . 32 Grad ist jedenfalls erst der Anfang . Der Hochsommer kommt ja noch . Und neben mir war ein Baby im maxi-cosi was auch leiden musste ... einfach nur schwach was die DB manchmal abliefert . Von den Dünsten aus der nicht von der Fahrgastzelle abgeschirmten Toilette mal zu schweigen ... da waren die alten RE-Züge besser . "	neg
http://deal-magazin.com/index.php?cont=news&thisMonth=2015-06	RT @Janzwitschert : Es gibt nichts was ironischer ist als eine Zugbegleiterin die in der Bahn App eine Verbindung sucht , aber kein Netz beko …	neg
http://www.kreis-anzeiger.de/vermischtes/vermischtes/ueberfuehrung-von-germanwings-opfern-verspaetet-sich\_15487391.htm	Schon das 2. Mal ohne Vorwarnung über Hanau umgeleitet ?!? Danke @dB_Bahn für die verlorenen 45 Minuten !! #jalecksmidoch #wtf #fail	neg
http://www.facebook.com/179701538725300/posts/1061784820516963?comment\_id=1061860727176039#179701538725300\_1061784820516963\_1061860727176039	Re : OTZ Ich sagst ja immer wieder , Die Bahn hat nur die Große Fresse , aber nix dahinter ! kein Verlass auf die Bahn !	neg
http://www.facebook.com/152033178165965/posts/850924241610185?comment\_id=852576251444984#152033178165965\_850924241610185\_852576251444984	Re : DB Bahn lach Ihr Streikt doch eh immer nur , ich kann den ...... Bus empfehlem und GÜNSTIGER !!!	neg
http://www.facebook.com/152033178165965/posts/1005118446173034?comment\_id=1005128362838709#152033178165965\_1005118446173034\_1005128362838709	Re : DB Bahn Die Mitarbeiter sollten sich mal in einen Rollstuhl setzen und durch die Bahnhöfe fahren ... Dann würden sie beim nächsten Mal nicht solche Sprüche von sich geben ...	neg
http://www.facebook.com/152033178165965/posts/852658974770045#152033178165965\_852658974770045	Re : Phillip Plum Liebe Bahn , sind eure Züge das warme Wetter nicht mehr gewöhnt ? Es sind nun schon 2 Züge auf der Strecke stehen geblieben , Bahnübergangstörung und Weichenstörung hatten wir auch . Ich rede nur von einem Zug . Und ich will doch nur von Leer nach Bremen . Mit einer Stunde Verspätung kann , kann ich die Freitagsplanung nun in den Müll werfen ... Nervt !	neg
http://twitter.com/JRundholz/statuses/606694106732089344	@RealMoGrafik ja ist mir egal weißt du was geil ist ? Nein ?! Nach einem Feiertag Schule zu haben . Die Bahn ist komplett leer alle haben frei	pos
http://twitter.com/ginat0nic/statuses/605733484645240832	Wow . Da packt n 15 jähriger neben mir in der Bahn grad echt ne bong aus ? Leute ....	neg
http://twitter.com/Sue\_Frieden/statuses/605763788516782080	Meine Kopfschmerzen halten dieses Geschrei in der Bahn nicht mehr aus � � seit 10 min. durchweg 'ist am überlegen die nächste bahn zu nehmen	neg
http://twitter.com/HansTheGerman/statuses/605693288293769216	RT @FAZ_NET : Mobile Freidenker : Die Bahn präsentiert uns in ihrem Kundenmagazin ihr digitales Brett vor dem Kopf . http://t.co/UYXDsrExDB	neg
http://twitter.com/happyveganista/statuses/605760721851412480	Ich hatte selbst gemachtes Eis im Rucksack , jetzt ist es selbst gemachte Suppe . Danke für 20 Minuten Verspätung , Deutsche Bahn .	neg
http://twitter.com/ProfJohnix/statuses/606004342223695872	RT @wuppertal_bus : Bahn Linie S 8 : Umleitung und Ausfall der Zwischenhalte sowie Schienenersatzverkehr Neuss Hbf Düsseldorf Hbf http://t.c …	neg
http://www.facebook.com/97515118114/posts/10153416502323115?comment\_id=10153416757328115#97515118114\_10153416502323115\_10153416757328115	Re : DIE WELT kann ich nachvollziehen , dass man an das system glauben will und muss , denn es ist ja auch die illusion , dass man selbst als kleiner mann ein mitspracherecht hat und etwas ändern kann , aber an unvoreingenommene regelungen und beschlüsse glaube ich erst , wenn ex-politikern verboten wird , sich nach niederlegung ihres mandats in die wirtschaft einzubringen . vor allem , wenn der bundestag die anwesenheitslisten bezüglich beratender lobbyisten nicht veröffentlichen will . sich in die tasche zu wirtschaften ist keine demokratie ! um noch einmal das bildungswesen als beispiel zu nehmen , das war jetzt keine sache , die innerhalb von 2 legislaturperioden bergab ging , da fing es in den 80ern schon an zu bröckeln und inzwischen ging das durch viele hände und heute wird uns erzählt , wir hätten fachkräftemangel , was auch nur bedingt stimmt und einen druck auf dem arbeitsmarkt aufbaut , solange man einen besseren job als ne einsfuffzichkraft hat . ein dummes volk lässt sich aber leichter lenken und es GIBT auch genug lehrkräfte und möglichkeiten , diese nicht nur halbjahresbefristet rotieren zu lassen von schule zu schule , aber inzwischen habe ich das gefühl , dass in der hinsicht absichtlich nix unternommen wird . die privatisierung der bahn ist auch ein geschickter schachzug gewesen , keine verbeamtung , streiks vorprogrammiert und das drückt sich auf die gesamte bevölkerung . den staat kann man nicht verantwortlich machen , obwohl er zu 100 % die anteile hält und inzwischen fangen sogar schon die ersten an , gegen das streikrecht zu meckern , weil WIR ALLE davon betroffen sind und nicht zur arbeit kommen . vielleicht bin ich misstrauisch , aber wenn die lieben politiker einer nach dem anderen seit jahrzehnten unsere bundeswehr herunterwirtschaften und dem einen fällt die misswirtschaft des vorgängers nicht auf , dann waren nicht nur die verteidigungsminister jahrzehntelang unfähig , sondern der ganze stab . und wenn das bewusst verschwiegen wurde , dann ist das im kollektiv begangener verrat am eigenen volk ! die bundeswehr ist für den ernstfall da , um das volk zu schützen . und sie glauben ernsthaft noch , es ginge nicht um geld , sondern um interessenverbände ?	neg
http://www.bahnonline.ch/wp/87351/tagblatt-zug-in-rorschach-entgleist-keine-verletzten.htm	TAGBLATT : Zug in Rorschach entgleist - keine Verletzten : bahnONLINE.ch TAGBLATT : Zug in Rorschach entgleist – keine Verletzten TAGBLATT : Zug in Rorschach entgleist – keine Verletzten RORSCHACH . Am Freitagmorgen ist beim Rorschacher Hauptbahnhof ein Zug der Rorschach-Heiden-Bergbahn entgleist . Verletzt wurde niemand , die Strecke blieb mehrere Stunden unterbrochen . , AB Appenzeller Bahnen , S- Bahn St. Gallen	pos
http://www.facebook.com/138626149546196/posts/863455430396594#138626149546196\_863455430396594	Re : Störticker Bayern [ S- Bahn M ] S 2 #Erding : #Technische #Störung am Triebfahrzeug / #Verzögerungen ( Stand 05. 06.15 , 17:45 Uhr ) + + + http://j.mp/1JrKW6S	neg
http://twitter.com/utamenna/statuses/606842981384110081	Wer in Berlin die menschliche Wärme vermisst , dem empfehle ich heute S- Bahn zu fahren .	pos
http://twitter.com/stuttgarttweets/statuses/606785046163419136	RT @ha75 : Es ist heiß , es ist Kirchentag . Und die S- Bahn so : Signalstörung Hbf tief . #vvs @stuttgarttweets http://t.co/szCMGDzPtg	neg
http://twitter.com/Ben\_0132/statuses/606197648337608705	Ne Stunde Verspätung bei der #DB aber trotzdem gute Laune dank des bestgelaunen Kontrolleurs , in der Bahn . Der Typ verdiehnt nen Orden ! :D	pos
http://twitter.com/metronom4me/statuses/605993324042981376	Wegen einer Weichenstörung endet Zug 81907 heute in Hamburg Harburg . Reisende zum Hauptbahnhof nutzen bitte die S- Bahn	neg
http://www.facebook.com/162071333824181/posts/938655182832455?comment\_id=938694482828525#162071333824181\_938655182832455\_938694482828525	Re : Deutschlandfunk Kann dem nur zustimmen . Die App ist super aber WLAN im Zug ist eine Katastrophe . Wie oft habe ich schon 4 € gelöhnt und konnte das WLAN nur zu 50 % der Zeit nutzen . Hat man da eigentlich irgendwelche Ansprüche auf Erstattung ?	neg
http://twitter.com/Einzeldenker/statuses/606228034572681216	In der Bahn , werde ich ständig von kleinen Kinder geärgert , am nächsten Tag sitzen sie neben mir in der Behinderten-Werkstatt . #np	neg
http://www.facebook.com/152033178165965/posts/850924241610185?comment\_id=851514424884500#152033178165965\_850924241610185\_851514424884500	Re : DB Bahn Warun nicht gleich die Fahrpreise senken . Günstige Preise holen mehr Kunden auf die Bahn . Was bringt es , jedes Jahr durch steigende Preise immer mehr Kunden zu verlieren ? Die Preissteigerungen werden mit Sachen begründet , die kein Mensch nachvollziehen kann . Am Ende liest man , das sich der Vorstand wieder die Taschen gefüllt hat . Die Bahn sollte wieder verstaatlicht werden . Warum funktioniert es in anderen Ländern ?	neg
http://www.facebook.com/152033178165965/posts/851763884859554?comment\_id=851796338189642#152033178165965\_851763884859554\_851796338189642	Re : DB Bahn Am Bahnhof in Bückeburg hat man auf Durchsagen verzichtet ( obwohl der bahnsteig sehr eng ist und ICES Blitzschnell durchfahren ) . Warum hat man diese Entscheidunmg getroffen ?	neg
http://twitter.com/Niklas\_Ro/statuses/606789724146171904	Das Quuuuiiiieeeetttsch im Nord-Süd-Tunnel ist klar lauter geworden . Sanierung erfolgreich . #BeBerlin @SBahnBerlin	neg
http://twitter.com/iPhorie/statuses/606739836637200384	RT @teltarif : Deutsche Bahn : Internet und Mobilfunk im ICE unzuverlässig http://t.co/4cv3Evjsft	neg
http://twitter.com/blxckblve/statuses/606797419565719552	ICE nach Berlin , WLAN , Kalte Cola Perfekt	pos
http://www.bkz-online.de/node/866525	36-Jähriger in Berliner S- Bahn attackiert und schwer verletzt Berlin ( dpa ) - Ein 36-Jähriger ist in der Berliner S- Bahn attackiert und schwer verletzt worden . Er war ist in der Nacht von vier Unbekannten in einem Zug zwischen den Bahnhöfen Ostbahnhof und Alexanderplatz angegriffen worden , wie es von der Polizei	neg
http://twitter.com/reiermeister/statuses/606031469258121216	Auf weitere 20 Minuten Verspätung . @SBahnBerlin	neg
http://www.facebook.com/152033178165965/posts/852606301441979?comment\_id=852671131435496#152033178165965\_852606301441979\_852671131435496	Re : DB Bahn Danke für die nette Antwort . Wirklich schade mit der Klimaanlage . Gerade bei älteren Menschen .	neut
http://twitter.com/FabianNikq/statuses/606438732867207168	Richtig schlimm in der Bahn manchmal � �	neg
http://www.nwzonline.de/blaulicht/36-jaehriger-in-berliner-s-bahn-schwer-verletzt\_a\_29,0,340469449.html	36-Jähriger in Berliner S- Bahn schwer verletzt Ein 36-Jähriger ist in der Berliner S- Bahn attackiert und schwer verletzt worden . Er war ist in der Nacht zum Mittwoch von vier Unbekannten in einem Zug zwischen den Bahnhöfen Ostbahnhof und Alexanderplatz angegriffen worden , teilte die Polizei mit .	neg
http://twitter.com/OpenNewsDeutsch/statuses/639760343149887488	Onlineportal soll WLAN entlasten - Revolution im ICE : Bahn sendet bald Spiele , Filme und Nachrichten http://t.co/Wvg53tR0GY	pos
http://twitter.com/neinlauranein/statuses/639726709848326144	die bahn hat verspätung und jetzt sind super viele leute hier und ich kann nicht essen , aber sterbe vor hunger	neg
*	" RT @silentsouvlaki : Diese komischen Gestalten morgens in der Bahn , man möchte ihnen am liebsten eine Socke schenken und sagten : " " Du bist je … "	neg
http://twitter.com/ungeseesternt/statuses/639745571205574656	Weil Internet ist in der deutschen Bahn Mangelware .	neg
http://www.buerstaedter-zeitung.de/ratgeber/reise-und-umwelt/reiseberichte/europa/deutschland/fuer-und-wider-von-anreisepaketen-zur-kreuzfahrt\_16098195.htm	Für und Wider von Anreisepaketen zur Kreuzfahrt Hamburg oder Kiel , kann bei rechtzeitiger Buchung das Sparpreis-Ticket der Bahn viel günstiger sein als das Anreisepaket des Veranstalters . Wie immer gilt : Wer sparen möchte , muss recherchieren , auch beim Weg aufs Schiff .	pos
http://twitter.com/achimh/statuses/639688887506501632	. @DB_Bahn , wenn eure Personal keinen Bock hat ( an einem leeren Schalter ) und nur unfreundlich / arschig antwortet , dann setzt es nicht ein .	neg
http://twitter.com/cookikruemel/statuses/639703153626234880	Das wird ja noch lustig mit der Deutschen Bahn . Noch 2 Jahre 4 h pendeln könnte zum Albtraum werden .	neg
http://twitter.com/\_AlinaOfficial\_/statuses/639798771333877760	" " " Die weiterfahrt ihres Zuges wird sich auf unbestimmte Zeit verzögern " " DEUTSCHE BAHN VERARSCH MICH NICHT ! "	neg
http://www.facebook.com/132153568632/posts/10153595572923633?comment\_id=10153596985603633#132153568632\_10153595572923633\_10153596985603633	Re : Süddeutsche Zeitung Magazin Bei der Bahn ist alles eine Lüge ! # db	neg
http://twitter.com/MauriciusQ/statuses/639798432232796160	@ellitaer @DB_Bahn Auf der Rückfahrt dann IC Ersatz für den ICE . ICh glaube die Bahn in Burkina Faso ist professioneller	neg
http://www.fernbusse.de/fernbus-faq/comment-page-9/#comment-65059	Hallo Sigrun , es tut uns leid , dass Sie Unaneh ... Hallo Sigrun , es tut uns leid , dass Sie Unanehmlichkeiten bei der Buchung Ihres Tickets hatten . Die Buchung dieser Bahn-Spezialtickets auf unserer Seite erfolgt im Hintergrund direkt bei der Bahn . Anscheinend kam es gestern Abend zu einer kleinen Störung der Service-Schnittstelle der DB . Darauf haben wir leider keinen Einfluss . Die Tickets können nur online über diese Schnittstelle gebucht werden und leider nicht telefonisch . Viele Grüße Andi von Fernbusse.de	neg
http://twitter.com/joltedjellyfish/statuses/639758393058697216	Ich sitz noch keine 20min in der bahn und der zug muss schon zum 2. Mal anhalten und sich weiter verspäten :)))	neg
http://twitter.com/A1000SunsIcarus/statuses/639673737550409728	Bahn , why are you so verwirrend ? Und warum ich immer so verpeilt ?	neg
http://twitter.com/newsbreak/statuses/639769980058206208	#focus Onlineportal soll WLAN entlasten - Revolution im ICE : Bahn sendet bald Spiele , Filme … http://t.co/poTLY3sR9g	pos
http://www.regio-tv.de/video/383053.html	Bahnstreckenbau geht voran Der Bau der Bahn in Merklingen schreitet voran	pos
http://www.facebook.com/152033178165965/posts/492769834220496#152033178165965\_492769834220496	insuedthueringen.de Landesgartenschau ist derzeit wegen Rückschnitt ohne Bahn-Anschluss Bahnstrecke zwischen Zella Mehlis , Schmalkalden und Wernshausen wegen unterlassenem Grünrückschnitt gesperrt . Schmalkalden - Völlig überraschend ist die Bahnstrecke zwischen Zella-Mehlis , Schmalkalden und Wernshausen für den Zugverkehr gesperrt worden . Seit Donnerstagnachmittag bis mindestens Sonntagabend müssen Fahrgäste ersatzweise Busse umsteigen .	neg
http://www.ueberschriften.com/index.php?nr=3446523	Nachrichten ' S- Bahn fährt wieder nach Sperrung ' ( Tagesspiegel Berlin ) Eine halbe Stunde fuhr kein Zug zwischen Friedrichstraße und Wannsee sowie zwischen Schlachtensee und Wannsee . Seit 10.30 Uhr rollt es wieder .	pos
http://twitter.com/Kristalltod/statuses/639709537117847552	Mein Zug von Stuttgart nach München ( ICE591 ) hat bis jetzt 20 min Verspätung . Kriege ich dann meinen Anschluss nach Verona ? ( EC 87 ) @DB_Bahn	neg
http://twitter.com/5usi\_5orglos/statuses/639861433447092226	Ey @terrortubby gib dem @Beetz18 mal deine Zeitung ! Der muss mal die deutsche Scheiss- Bahn hauen !	neg
http://twitter.com/Ariantoser/statuses/639711210825515008	" RT @silentsouvlaki : Diese komischen Gestalten morgens in der Bahn , man möchte ihnen am liebsten eine Socke schenken und sagten : " " Du bist je … "	neg
http://twitter.com/RinaleeLee/statuses/639765256718430208	Ich HASSE es wie die in Bilk mit der Bahn um die Kurven brettern	neg
http://www.facebook.com/164152790460588/posts/397555930453605?comment\_id=397559753786556#164152790460588\_397555930453605\_397559753786556	Re : RP Krefeld Ich fänd vor allem die möglichkeit noch um 2 oder 3 Uhr Nachts nach Düsseldorf fahren zu können wichtig . Es ist nicht unbedingt angenehm bei einem Arbeitsbeginn um 4:36 in Düsseldorf spätestens um 0:56 mit der K- Bahn losfahren zu müssen . Die Fernverkehrsanbindung mit dem IC2222 war für mich schon ein meilenstein . Duisburg-Krefeld-Aachen ist für den Fernverkehr eigentlich keine wirklich attraktive Strecke . Da ich Beruflich auf Schienen unterwegs bin weiß ich aber das die mühlen auch im Nahverkehr sehr langsam malen . Selbst wenn eine Anbindung zu späterer Uhrzeit kommt , ist meine Dienststelle in Düsseldorf längst geschlossen . Für mich wäre der ÖPNV / SPNV vor allem durch die Nachtzüge deutlich besser . Hab nur sehr sehr wenig Lust mir nen Führerschein und Auto anlegen zu müssen .	neg
http://twitter.com/funkyharry/statuses/639914747077357568	es ist garnicht so einfach von A nach B wenn die Deutsche Bahn dazwischen kommt .. http://t.co/85a2gak7Sb	neg
http://twitter.com/FranziskaNaja/statuses/639641079470551040	Liebe @DB_Bahn - gibt es zu der Erklärung , dass ihr die Zugverbindung Budapest-Keleti einstellt , noch ne ordentliche Erklärung ?	neg
http://twitter.com/PinkFluffyLena/statuses/639766549033840640	Da macht eine grade ein Selfie in der Bahn , und das sieht ultra komisch aus ... xD	pos
http://www.facebook.com/573116049386969/posts/1024649664233603?comment\_id=1024821090883127#573116049386969\_1024649664233603\_1024821090883127	Re : Müttermagazin Wir mussten leider auch die Erfahrung machen , dass die Bahn alles andere als kinderfreundlich ist . Mit Kleinkind / Baby im Kinderwagen eine lange Bahnreise machen , ist gelinde gesagt eine Herausforderung .	neg
http://twitter.com/Rheabcd/statuses/649097997293363203	Sachsen mit zwei Fällen im Schwarzbuch des Steuerzahlerbundes | Mitteldeutschland - LVZ - Leipziger Volkszeitung . Zum einen wurden am Bahnhof in Grimma 200.000 Euro in die Sanierung eines barrierefreien Gleises investiert . „ Dumm nur , dass dieses Bahngleis gar nicht von der bislang mit der Streckenbestellung beauftragten Bahn	neg
